,gcm,period_scenario,temp_ch_ipcc,region
274,gfdl-esm4,1951-1970_hist,0.1782775025084301,RGI16_glacier
275,gfdl-esm4,1995-2014_hist,0.9743143831826063,RGI16_glacier
276,gfdl-esm4,2021-2040_ssp126,1.5567895294917564,RGI16_glacier
277,gfdl-esm4,2041-2060_ssp126,1.8481086134014602,RGI16_glacier
278,gfdl-esm4,2061-2080_ssp126,1.901304614253955,RGI16_glacier
279,gfdl-esm4,2081-2100_ssp126,1.802871459869393,RGI16_glacier
280,gfdl-esm4,2021-2040_ssp370,1.695156481704628,RGI16_glacier
281,gfdl-esm4,2041-2060_ssp370,2.4230342422516964,RGI16_glacier
282,gfdl-esm4,2061-2080_ssp370,3.243757152468423,RGI16_glacier
283,gfdl-esm4,2081-2100_ssp370,4.165618348591328,RGI16_glacier
284,gfdl-esm4,2021-2040_ssp585,1.6479236090978207,RGI16_glacier
285,gfdl-esm4,2041-2060_ssp585,2.5411930579383943,RGI16_glacier
286,gfdl-esm4,2061-2080_ssp585,3.591147978202758,RGI16_glacier
287,gfdl-esm4,2081-2100_ssp585,4.674490791360259,RGI16_glacier
288,gfdl-esm4,1851-1870_hist,-0.04206937865298366,RGI17_glacier
289,gfdl-esm4,1901-1920_hist,0.44231801681147964,RGI17_glacier
290,gfdl-esm4,1951-1970_hist,0.24369420687347543,RGI17_glacier
291,gfdl-esm4,1995-2014_hist,0.7384565428650821,RGI17_glacier
292,gfdl-esm4,2021-2040_ssp126,1.014367300426632,RGI17_glacier
293,gfdl-esm4,2041-2060_ssp126,1.103476770129352,RGI17_glacier
294,gfdl-esm4,2061-2080_ssp126,1.237327112321684,RGI17_glacier
295,gfdl-esm4,2081-2100_ssp126,1.1733143983189889,RGI17_glacier
296,gfdl-esm4,2021-2040_ssp370,1.1551531072158623,RGI17_glacier
297,gfdl-esm4,2041-2060_ssp370,1.5769930177353064,RGI17_glacier
298,gfdl-esm4,2061-2080_ssp370,1.9750866980617179,RGI17_glacier
299,gfdl-esm4,2081-2100_ssp370,2.588397091326452,RGI17_glacier
300,gfdl-esm4,2021-2040_ssp585,1.2388287257167558,RGI17_glacier
301,gfdl-esm4,2041-2060_ssp585,1.7064759442616566,RGI17_glacier
302,gfdl-esm4,2061-2080_ssp585,2.0749793200000894,RGI17_glacier
303,gfdl-esm4,2081-2100_ssp585,2.8681802069302718,RGI17_glacier
304,gfdl-esm4,1851-1870_hist,-0.023813838985081826,RGI18_glacier
305,gfdl-esm4,1901-1920_hist,0.4820164890016524,RGI18_glacier
306,gfdl-esm4,1951-1970_hist,0.149139082717075,RGI18_glacier
307,gfdl-esm4,1995-2014_hist,0.8728308492669764,RGI18_glacier
308,gfdl-esm4,2021-2040_ssp126,1.1220211623775285,RGI18_glacier
309,gfdl-esm4,2041-2060_ssp126,1.183476541577444,RGI18_glacier
310,gfdl-esm4,2061-2080_ssp126,1.4940798927350682,RGI18_glacier
311,gfdl-esm4,2081-2100_ssp126,1.3642547009755344,RGI18_glacier
312,gfdl-esm4,2021-2040_ssp370,1.2243900634475846,RGI18_glacier
313,gfdl-esm4,2041-2060_ssp370,1.5697944493402227,RGI18_glacier
314,gfdl-esm4,2061-2080_ssp370,2.3620771536423044,RGI18_glacier
315,gfdl-esm4,2081-2100_ssp370,3.144418036709278,RGI18_glacier
316,gfdl-esm4,2021-2040_ssp585,1.1309313878326703,RGI18_glacier
317,gfdl-esm4,2041-2060_ssp585,1.8520244854773082,RGI18_glacier
318,gfdl-esm4,2061-2080_ssp585,2.6975801249043725,RGI18_glacier
319,gfdl-esm4,2081-2100_ssp585,3.519757015973412,RGI18_glacier
320,gfdl-esm4,1851-1870_hist,-0.4476248761219218,RGI19_glacier
321,gfdl-esm4,1901-1920_hist,0.5465183661960015,RGI19_glacier
322,gfdl-esm4,1951-1970_hist,-0.15353012938565846,RGI19_glacier
323,gfdl-esm4,1995-2014_hist,0.639786733746239,RGI19_glacier
324,gfdl-esm4,2021-2040_ssp126,1.705289176881469,RGI19_glacier
325,gfdl-esm4,2041-2060_ssp126,1.342468020750137,RGI19_glacier
326,gfdl-esm4,2061-2080_ssp126,1.244254851159483,RGI19_glacier
327,gfdl-esm4,2081-2100_ssp126,1.1682368922573767,RGI19_glacier
328,gfdl-esm4,2021-2040_ssp370,1.6132351588246694,RGI19_glacier
329,gfdl-esm4,2041-2060_ssp370,2.0177165724401727,RGI19_glacier
330,gfdl-esm4,2061-2080_ssp370,2.7404408472835646,RGI19_glacier
331,gfdl-esm4,2081-2100_ssp370,3.1893516049999695,RGI19_glacier
332,gfdl-esm4,2021-2040_ssp585,1.557844688923173,RGI19_glacier
333,gfdl-esm4,2041-2060_ssp585,2.203850476953595,RGI19_glacier
334,gfdl-esm4,2061-2080_ssp585,2.8647099398903846,RGI19_glacier
335,gfdl-esm4,2081-2100_ssp585,3.9980419369618563,RGI19_glacier
336,ipsl-cm6a-lr,1851-1870_hist,-0.19191332570118547,global
337,ipsl-cm6a-lr,1901-1920_hist,-0.20352877364601418,global
338,ipsl-cm6a-lr,1951-1970_hist,0.24289238447317374,global
339,ipsl-cm6a-lr,1995-2014_hist,0.8533131458033562,global
340,ipsl-cm6a-lr,2021-2040_ssp126,1.576714986028974,global
341,ipsl-cm6a-lr,2041-2060_ssp126,1.9890754668449473,global
342,ipsl-cm6a-lr,2061-2080_ssp126,2.131208340613269,global
343,ipsl-cm6a-lr,2081-2100_ssp126,2.1112205231308154,global
344,ipsl-cm6a-lr,2021-2040_ssp370,1.6181632715811345,global
345,ipsl-cm6a-lr,2041-2060_ssp370,2.5348271367994473,global
346,ipsl-cm6a-lr,2061-2080_ssp370,3.4531147480935234,global
347,ipsl-cm6a-lr,2081-2100_ssp370,4.617751174879019,global
348,ipsl-cm6a-lr,2021-2040_ssp585,1.6049099413881018,global
349,ipsl-cm6a-lr,2041-2060_ssp585,2.783937216517189,global
350,ipsl-cm6a-lr,2061-2080_ssp585,4.10009837781178,global
351,ipsl-cm6a-lr,2081-2100_ssp585,5.7893049781702794,global
352,ipsl-cm6a-lr,1851-1870_hist,-0.9616447081651572,global_glacier
353,ipsl-cm6a-lr,1901-1920_hist,-1.0215738106040755,global_glacier
354,ipsl-cm6a-lr,1951-1970_hist,0.007046470083111989,global_glacier
355,ipsl-cm6a-lr,1995-2014_hist,1.0064369958907333,global_glacier
356,ipsl-cm6a-lr,2021-2040_ssp126,2.3246842298316333,global_glacier
357,ipsl-cm6a-lr,2041-2060_ssp126,3.172462802345141,global_glacier
358,ipsl-cm6a-lr,2061-2080_ssp126,3.429941925580642,global_glacier
