,rgi_reg,year,a_comp,b_comp,c_comp,d_comp
0,All,50,103.34043438107264,0.10911631929121798,1.7199668278760272e-12,4.999999999996669
1,01,50,101.62301765768035,0.15514432413473822,8.029716738480421e-12,4.999999999997746
2,02,50,86.13594948923296,0.4944553572437465,14.211427602563747,0.42355594167943816
3,03,50,102.80137310404223,0.057444106341161025,2.0098074636434857e-09,4.999999999187371
4,04,50,100.7737687909226,0.13229163804782104,1.7107772579290958e-12,4.999999999999997
5,05,50,101.4251245231634,0.11228566628243959,9.03096213502055e-11,4.999999999976107
6,06,50,106.45650467436074,0.18239684205371645,3.6985476524139524e-11,4.999999999991146
7,07,50,107.12057612117371,0.19644238769105768,3.745546165692145e-09,4.999999999988966
8,08,50,120.0479137619125,0.40120784804079584,1.428513242369782e-09,0.025026253835985557
9,09,50,106.92367969086034,0.17075962560171382,4.189070173756581e-09,4.999999997365011
10,10,50,107.91905975248586,0.5349468996576366,6.267425713235476e-11,4.999999999999651
11,11,50,105.46028665449535,0.6424870467747285,3.9212252438072055e-09,4.99999999999998
12,12,50,123.13528736009395,0.5639143393208093,13.80060700776522,4.999999999999999
13,13,50,112.4950376931517,0.26564853721731313,1.555401055770077e-11,4.999999999998642
14,14,50,110.35276133744037,0.17909040656435168,8.552734961543566e-12,4.999999999998871
15,15,50,87.71735120992892,0.3386764948156719,18.02620951115812,0.5469064643574957
16,16,50,103.11475933048634,0.711304275951629,55.90738109195632,0.6752940269360072
17,17,50,98.51758619519981,0.16855919766436975,3.5436393320814467e-11,4.999999999998529
18,18,50,118.19844805057748,0.37689779956297853,6.105769450239539,2.3210502505352157
19,19,50,103.4549329066253,0.05998899877997648,2.868224832094186e-09,4.999999999995723
20,All,100,102.79099174463856,0.18699911490717727,3.3741586560203523e-10,4.999999999999527
21,01,100,98.65984667821893,0.25250271201496277,1.5516431218232712e-11,4.999999999997638
22,02,100,91.24143118314204,0.8156435651625991,9.70134177582676,0.7222276739320036
23,03,100,103.44253200658395,0.10971365560032606,5.071575723078226e-13,4.999999999999998
24,04,100,94.81145473726617,0.25769225940429485,3.4565166230133464e-12,4.999999999999996
25,05,100,98.96663369900412,0.19422049886122614,3.8380112152040706e-10,4.99999999996292
26,06,100,108.19393576860246,0.32633714537438535,3.483496037983735e-11,4.999999999977327
27,07,100,104.81657700378948,0.31861818341802267,5.0761997130813363e-11,4.999999999976315
28,08,100,64.50007371931729,2.2257338290348185,71.98756965819443,0.20102738677042686
29,09,100,106.27399071503764,0.3005810767954356,2.926275297039395e-10,4.999999999998802
30,10,100,111.22170564435896,0.7934869143449439,2.377314057472008,4.999999999999999
31,11,100,106.33402417350325,0.8629486041303124,3.8312127835457994e-08,4.999999999998121
32,12,100,118.61044580543575,0.6158041231970919,33.51464008500744,4.999999999999172
33,13,100,120.53979569272427,0.40560306503858423,8.317071487423601e-10,4.999999999999999
34,14,100,116.3015554077503,0.28654513815417065,3.8748361270937606e-11,4.999999999999999
35,15,100,88.36093059566896,0.4557398990382026,19.623381645537922,1.2085163760241544
36,16,100,128.02679948991454,0.7851053871827021,60.314626852088814,1.1245057170512454
37,17,100,86.10362419987132,0.2581516405855312,8.214039335665,0.050699434291651566
38,18,100,109.87035641093681,0.3833524096497828,19.52222042012486,2.017210045747108
39,19,100,104.31969487220636,0.11241659363161824,2.2243784514675272e-12,4.999999999998998
40,All,500,96.9440257354267,0.35829174034621736,1.8535777988903197e-10,4.99999999997466
41,01,500,87.7884656618065,0.27485623235402956,8.94947574920005,4.887275523986406
42,02,500,100.11141686782464,1.0942341657304857,2.859826332242524,0.013939693511370652
43,03,500,95.79365803842688,0.23131822073583097,1.2002119756680577e-10,4.9999999999451825
44,04,500,47.91975292351401,0.4457030997062587,18.30864339776289,4.999999999999512
45,05,500,86.28440149005105,0.3558385162527599,1.6859563542655247,4.999999999994113
46,06,500,110.11927173534865,0.5965038547950544,2.233053343177151e-12,4.9749661292509515
47,07,500,99.9327665111691,0.6027194097195471,4.184291556195155e-11,4.9999999999997575
48,08,500,170.51747337025347,1.3784590972991961,3.089896101883535e-10,4.975098712770972
49,09,500,98.55891440327132,0.7129604532623445,4.5464280246250433e-13,4.975117913785297
50,10,500,135.38061495815157,1.054273509660918,1.6618096337589008,4.999999999999999
