,rgi_reg,year,a_simple,b_simple
0,All,100,85.74600798305362,0.2643374374151541
1,01,100,71.34108569147745,0.31633415573966167
2,02,100,33.817127843217754,1.6751818097051385
3,03,100,93.02520460584347,0.13702667035247953
4,04,100,71.76088434529909,0.34104982953254104
5,05,100,78.76518305733357,0.20284286287571368
6,06,100,76.26771909097869,0.4119147836034849
7,07,100,79.00689939825159,0.45681399212498514
8,08,100,57.08753499850936,0.906000027387736
9,09,100,82.93759098625975,0.46206912759378793
10,10,100,37.254631991422755,0.9847795043792172
11,11,100,36.009528257796084,1.223835628074494
12,12,100,57.73294423026447,0.8711370254115736
13,13,100,74.39760102199311,0.47757066836103496
14,14,100,84.87841180500165,0.29121220194380554
15,15,100,55.8860720482769,0.5684718474784733
16,16,100,57.77972376764941,1.0951354764953034
17,17,100,68.25465465013428,0.31833011741038847
18,18,100,73.0591685889428,0.5102646298648814
19,19,100,93.45365795929001,0.11293011821736901
20,All,300,71.63982428152202,0.3962745260627028
21,01,300,64.42113163311922,0.3614553590927041
22,02,300,26.988362680872346,1.7565933665910838
23,03,300,82.40915284252782,0.24934443884737095
24,04,300,38.35303028454824,0.7977682290909138
25,05,300,60.91902444054146,0.39765337413808327
26,06,300,62.009863867449425,0.6321646479858175
27,07,300,59.995112394918046,0.8161391922652301
28,08,300,32.980106159956954,1.6619266236088142
29,09,300,59.025209194107774,0.9042712531332292
30,10,300,34.43925529138292,1.0652902513307454
31,11,300,32.08046679032772,1.225200492794724
32,12,300,56.70115609547825,0.8931533915989699
33,13,300,68.74618434947604,0.662647714076879
34,14,300,78.51192387270947,0.3949075530089515
35,15,300,52.61855491835357,0.6064677136930637
36,16,300,57.0088914915792,1.0913619495678668
37,17,300,59.42762737384728,0.32747636951106807
38,18,300,73.01081500530817,0.5226398156543567
39,19,300,83.4622708269962,0.23793744593467522
40,All,500,65.19499686652112,0.43452884088141075
41,01,500,63.86826493448581,0.36134825686395994
42,02,500,26.659066830316263,1.7442340918493657
43,03,500,77.41807257465955,0.3015214545517258
44,04,500,26.78672043449583,0.8723697707729744
45,05,500,54.28977784983326,0.48807469931766134
46,06,500,54.97483526418807,0.7720928601539803
47,07,500,51.66427446805791,0.883491226295927
48,08,500,27.086778999744244,1.9293459918034077
49,09,500,49.56712652826923,1.0905203652173505
50,10,500,34.91198095028421,1.09049031739461
51,11,500,31.182627868069734,1.2163481922434094
52,12,500,56.399061887915856,0.8878353368977016
53,13,500,68.95008186167965,0.6849105895012495
54,14,500,78.67033893178036,0.4281218034458821
55,15,500,52.6417439883033,0.6104593325960387
56,16,500,57.00038470557202,1.0940041065309618
57,17,500,58.51586925560516,0.3333056161140606
58,18,500,73.3224398528749,0.5260624447001908
59,19,500,77.19713426596981,0.2917840182938412
60,All,5000,55.735398273109155,0.4907845581385853
61,01,5000,63.69672196268511,0.360231256593118
62,02,5000,26.937398092623223,1.7771955579839944
63,03,5000,70.91335505894058,0.40193613088777774
64,04,5000,14.088924166563167,1.10769195672416
65,05,5000,43.63310566781157,0.6794474746058053
66,06,5000,45.61272756880331,1.0052992609872684
67,07,5000,45.88429965775393,1.0290020725347602
68,08,5000,22.33890697140408,2.1940085300449432
69,09,5000,33.49574758022517,1.4020787100234802
70,10,5000,36.61198006854429,1.1526569726352835
71,11,5000,31.079353568023606,1.2268366108631537
72,12,5000,56.766968680549255,0.8908322863636812
73,13,5000,69.32421770326002,0.6739348422956082
74,14,5000,79.83017373710359,0.3994773852612992
75,15,5000,52.608625511683236,0.609771541319853
76,16,5000,57.2818605954959,1.0913272488515202
77,17,5000,58.347194338661886,0.34056318259958535
78,18,5000,72.9031304042115,0.5227814331316999
79,19,5000,61.7648066607798,0.432377448983542
