,rgi_reg,temp_ch_ipcc,resp_time_-50%
163,RGI03,0.0416562514146835,386.0
164,RGI03,0.1309476951352631,370.0
165,RGI03,0.1714087884401599,368.0
166,RGI03,0.177421026244157,383.0
167,RGI03,0.1924779717488781,322.0
168,RGI03,0.2428923844731737,332.0
169,RGI03,0.2930089022449859,420.0
170,RGI03,0.2935286605061203,362.0
171,RGI03,0.3130946460350731,415.0
172,RGI03,0.3226520320932923,354.5
173,RGI03,0.3322811293371855,374.0
174,RGI03,0.4182885643249491,360.0
175,RGI03,0.8414667339962786,250.5
176,RGI03,0.8449395549636868,302.0
177,RGI03,0.8533131458033562,221.0
178,RGI03,0.8622489478058092,242.0
179,RGI03,0.9987674077643272,283.0
180,RGI03,1.4091135287002734,262.0
181,RGI03,1.4285639337566964,214.5
182,RGI03,1.4337790687750325,249.0
183,RGI03,1.4337916253328808,269.0
184,RGI03,1.4683027574212977,270.5
185,RGI03,1.4698023875255355,198.5
186,RGI03,1.576714986028974,202.0
187,RGI03,1.596830649489223,188.0
188,RGI03,1.5999956464695364,253.5
189,RGI03,1.6049099413881018,203.0
190,RGI03,1.6181632715811345,264.0
191,RGI03,1.618749771523805,198.5
192,RGI03,1.6244760802167617,192.0
193,RGI03,1.6356898951470908,260.0
194,RGI03,1.6454887108734946,246.0
195,RGI03,1.6663241376269964,186.5
196,RGI03,1.670055607540898,195.5
197,RGI03,1.851734678845783,270.5
198,RGI03,1.887787940884185,246.0
199,RGI03,1.936245046811256,180.0
200,RGI03,1.9890754668449475,183.0
201,RGI03,1.9896075314919832,193.0
202,RGI03,2.0312659163195166,233.0
203,RGI03,2.032677030991532,226.0
204,RGI03,2.0796524250416253,237.5
205,RGI03,2.1112205231308154,156.0
206,RGI03,2.116143897725037,202.0
207,RGI03,2.129115489502097,187.0
208,RGI03,2.131208340613269,157.0
209,RGI03,2.2597325111266047,187.0
210,RGI03,2.2633173057330724,179.0
211,RGI03,2.344955505633247,121.0
212,RGI03,2.5348271367994477,156.0
213,RGI03,2.627006726396547,129.0
214,RGI03,2.658961154542893,198.0
215,RGI03,2.679834875299014,145.0
216,RGI03,2.7541615409733486,160.0
217,RGI03,2.783937216517189,150.0
218,RGI03,2.8903469538244115,147.0
219,RGI03,2.891472321285355,126.0
220,RGI03,2.978482494458876,117.0
221,RGI03,2.988039247761285,141.0
222,RGI03,3.045613246951532,106.0
223,RGI03,3.354119753355767,115.0
224,RGI03,3.3945105505178423,181.0
225,RGI03,3.453114748093524,107.0
226,RGI03,3.4723191142029632,155.0
227,RGI03,3.481685753482952,117.5
228,RGI03,3.586967337572662,99.0
229,RGI03,3.751452139882864,105.5
230,RGI03,3.9307986846486527,157.0
231,RGI03,3.941455331400753,110.0
232,RGI03,4.10009837781178,84.0
233,RGI03,4.37997677800201,73.0
234,RGI03,4.534325025231115,91.0
235,RGI03,4.617751174879019,74.0
236,RGI03,5.17054329301376,66.0
237,RGI03,5.780495049230715,61.0
238,RGI03,5.78930497817028,56.0
239,RGI03,6.824360785697311,42.0
240,RGI04,-0.2035287736460141,258.5
241,RGI04,-0.1919133257011854,170.0
242,RGI04,0.0233736138284338,239.0
243,RGI04,0.0416562514146835,310.0
244,RGI04,0.1309476951352631,304.0
245,RGI04,0.1714087884401599,257.0
246,RGI04,0.177421026244157,273.0
247,RGI04,0.1924779717488781,291.0
248,RGI04,0.2428923844731737,172.0
249,RGI04,0.2930089022449859,240.5
250,RGI04,0.2935286605061203,244.0
251,RGI04,0.3130946460350731,310.5
252,RGI04,0.3226520320932923,277.0
253,RGI04,0.3322811293371855,166.0
254,RGI04,0.4182885643249491,149.0
255,RGI04,0.8414667339962786,140.0
256,RGI04,0.8449395549636868,151.0
257,RGI04,0.8533131458033562,147.0
258,RGI04,0.8622489478058092,170.0
259,RGI04,0.9987674077643272,138.0
260,RGI04,1.4091135287002734,125.0
261,RGI04,1.4285639337566964,122.0
262,RGI04,1.4337790687750325,102.0
263,RGI04,1.4337916253328808,107.0
264,RGI04,1.4683027574212977,111.0
265,RGI04,1.4698023875255355,102.0
266,RGI04,1.576714986028974,95.0
267,RGI04,1.596830649489223,113.0
268,RGI04,1.5999956464695364,114.0
269,RGI04,1.6049099413881018,104.0
270,RGI04,1.6181632715811345,117.0
271,RGI04,1.618749771523805,114.0
272,RGI04,1.6244760802167617,97.0
273,RGI04,1.6356898951470908,122.0
274,RGI04,1.6454887108734946,101.0
275,RGI04,1.6663241376269964,87.0
276,RGI04,1.670055607540898,105.0
277,RGI04,1.851734678845783,105.0
278,RGI04,1.887787940884185,103.0
279,RGI04,1.936245046811256,87.0
280,RGI04,1.9890754668449475,75.0
281,RGI04,1.9896075314919832,106.0
282,RGI04,2.0312659163195166,87.0
283,RGI04,2.032677030991532,94.0
284,RGI04,2.0796524250416253,107.0
285,RGI04,2.1112205231308154,60.0
286,RGI04,2.116143897725037,82.0
287,RGI04,2.129115489502097,80.0
288,RGI04,2.131208340613269,64.0
289,RGI04,2.2597325111266047,78.0
290,RGI04,2.2633173057330724,82.0
291,RGI04,2.344955505633247,71.0
292,RGI04,2.5348271367994477,69.0
293,RGI04,2.627006726396547,53.0
294,RGI04,2.658961154542893,80.0
295,RGI04,2.679834875299014,57.0
296,RGI04,2.7541615409733486,73.0
297,RGI04,2.783937216517189,54.0
298,RGI04,2.8903469538244115,77.0
299,RGI04,2.891472321285355,49.0
300,RGI04,2.978482494458876,48.0
301,RGI04,2.988039247761285,64.0
302,RGI04,3.045613246951532,55.0
303,RGI04,3.354119753355767,49.0
304,RGI04,3.3945105505178423,90.0
305,RGI04,3.453114748093524,38.0
306,RGI04,3.4723191142029632,65.0
307,RGI04,3.481685753482952,47.0
308,RGI04,3.586967337572662,46.0
309,RGI04,3.751452139882864,45.0
310,RGI04,3.9307986846486527,70.0
311,RGI04,3.941455331400753,56.0
312,RGI04,4.10009837781178,28.0
313,RGI04,4.37997677800201,38.0
314,RGI04,4.534325025231115,36.0
315,RGI04,4.617751174879019,25.0
316,RGI04,5.17054329301376,31.0
317,RGI04,5.780495049230715,25.0
318,RGI04,5.78930497817028,20.0
319,RGI04,6.824360785697311,19.0
320,RGI05,-0.2035287736460141,269.0
321,RGI05,-0.1919133257011854,253.5
322,RGI05,0.0233736138284338,249.0
323,RGI05,0.0416562514146835,238.0
324,RGI05,0.1309476951352631,237.0
325,RGI05,0.1714087884401599,211.0
326,RGI05,0.177421026244157,
327,RGI05,0.1924779717488781,223.0
328,RGI05,0.2428923844731737,200.5
329,RGI05,0.2930089022449859,211.0
330,RGI05,0.2935286605061203,307.0
331,RGI05,0.3130946460350731,170.0
332,RGI05,0.3226520320932923,204.0
333,RGI05,0.3322811293371855,183.0
334,RGI05,0.4182885643249491,167.0
335,RGI05,0.8414667339962786,164.0
336,RGI05,0.8449395549636868,167.0
337,RGI05,0.8533131458033562,166.0
338,RGI05,0.8622489478058092,183.0
339,RGI05,0.9987674077643272,134.5
340,RGI05,1.4091135287002734,162.0
341,RGI05,1.4285639337566964,138.5
342,RGI05,1.4337790687750325,145.0
343,RGI05,1.4337916253328808,127.0
344,RGI05,1.4683027574212977,161.0
345,RGI05,1.4698023875255355,118.0
346,RGI05,1.576714986028974,123.0
347,RGI05,1.596830649489223,131.0
348,RGI05,1.5999956464695364,151.5
349,RGI05,1.6049099413881018,118.0
350,RGI05,1.6181632715811345,140.5
351,RGI05,1.618749771523805,143.5
352,RGI05,1.6244760802167617,135.0
353,RGI05,1.6356898951470908,151.0
354,RGI05,1.6454887108734946,115.0
355,RGI05,1.6663241376269964,103.0
356,RGI05,1.670055607540898,144.5
357,RGI05,1.851734678845783,143.0
358,RGI05,1.887787940884185,131.0
359,RGI05,1.936245046811256,109.0
360,RGI05,1.9890754668449475,124.5
361,RGI05,1.9896075314919832,115.0
362,RGI05,2.0312659163195166,146.5
363,RGI05,2.032677030991532,122.0
364,RGI05,2.0796524250416253,144.0
365,RGI05,2.1112205231308154,86.0
366,RGI05,2.116143897725037,75.5
367,RGI05,2.129115489502097,102.0
368,RGI05,2.131208340613269,86.0
369,RGI05,2.2597325111266047,70.5
370,RGI05,2.2633173057330724,75.5
371,RGI05,2.344955505633247,96.0
372,RGI05,2.5348271367994477,95.0
373,RGI05,2.627006726396547,76.0
374,RGI05,2.658961154542893,104.0
375,RGI05,2.679834875299014,64.5
376,RGI05,2.7541615409733486,89.0
377,RGI05,2.783937216517189,72.0
378,RGI05,2.8903469538244115,92.0
379,RGI05,2.891472321285355,54.0
380,RGI05,2.978482494458876,49.5
381,RGI05,2.988039247761285,88.0
382,RGI05,3.045613246951532,71.0
383,RGI05,3.354119753355767,49.0
384,RGI05,3.3945105505178423,89.0
385,RGI05,3.453114748093524,63.0
386,RGI05,3.4723191142029632,65.0
387,RGI05,3.481685753482952,55.0
388,RGI05,3.586967337572662,47.5
389,RGI05,3.751452139882864,44.0
390,RGI05,3.9307986846486527,72.5
391,RGI05,3.941455331400753,55.0
392,RGI05,4.10009837781178,48.0
393,RGI05,4.37997677800201,39.5
394,RGI05,4.534325025231115,39.0
395,RGI05,4.617751174879019,37.0
396,RGI05,5.17054329301376,33.0
397,RGI05,5.780495049230715,28.0
398,RGI05,5.78930497817028,26.0
399,RGI05,6.824360785697311,22.5
400,RGI06,-0.2035287736460141,
401,RGI06,-0.1919133257011854,
402,RGI06,0.0233736138284338,218.5
403,RGI06,0.0416562514146835,219.0
404,RGI06,0.1309476951352631,144.0
405,RGI06,0.1714087884401599,201.5
406,RGI06,0.177421026244157,148.0
407,RGI06,0.1924779717488781,
408,RGI06,0.2428923844731737,266.0
409,RGI06,0.2930089022449859,129.0
410,RGI06,0.2935286605061203,
411,RGI06,0.3130946460350731,151.0
412,RGI06,0.3226520320932923,199.5
413,RGI06,0.3322811293371855,131.0
414,RGI06,0.4182885643249491,193.5
415,RGI06,0.8414667339962786,185.0
416,RGI06,0.8449395549636868,183.5
417,RGI06,0.8533131458033562,173.5
418,RGI06,0.8622489478058092,177.0
419,RGI06,0.9987674077643272,105.0
420,RGI06,1.4091135287002734,129.5
421,RGI06,1.4285639337566964,115.0
422,RGI06,1.4337790687750325,132.5
423,RGI06,1.4337916253328808,117.0
424,RGI06,1.4683027574212977,107.0
425,RGI06,1.4698023875255355,102.0
426,RGI06,1.576714986028974,103.0
427,RGI06,1.596830649489223,104.0
428,RGI06,1.5999956464695364,91.0
429,RGI06,1.6049099413881018,95.0
430,RGI06,1.6181632715811345,102.0
431,RGI06,1.618749771523805,149.0
432,RGI06,1.6244760802167617,153.5
433,RGI06,1.6356898951470908,104.0
434,RGI06,1.6454887108734946,68.0
435,RGI06,1.6663241376269964,74.0
436,RGI06,1.670055607540898,119.0
437,RGI06,1.851734678845783,69.0
438,RGI06,1.887787940884185,134.0
439,RGI06,1.936245046811256,83.0
440,RGI06,1.9890754668449475,95.0
441,RGI06,1.9896075314919832,78.0
442,RGI06,2.0312659163195166,108.0
443,RGI06,2.032677030991532,96.0
444,RGI06,2.0796524250416253,94.0
445,RGI06,2.1112205231308154,80.0
446,RGI06,2.116143897725037,49.0
447,RGI06,2.129115489502097,89.0
448,RGI06,2.131208340613269,83.0
449,RGI06,2.2597325111266047,55.0
450,RGI06,2.2633173057330724,47.0
451,RGI06,2.344955505633247,57.0
452,RGI06,2.5348271367994477,65.0
453,RGI06,2.627006726396547,47.0
454,RGI06,2.658961154542893,82.0
455,RGI06,2.679834875299014,42.0
456,RGI06,2.7541615409733486,61.0
457,RGI06,2.783937216517189,57.0
458,RGI06,2.8903469538244115,70.0
459,RGI06,2.891472321285355,34.0
460,RGI06,2.978482494458876,29.0
461,RGI06,2.988039247761285,73.0
462,RGI06,3.045613246951532,48.0
463,RGI06,3.354119753355767,31.0
464,RGI06,3.3945105505178423,63.0
465,RGI06,3.453114748093524,53.0
466,RGI06,3.4723191142029632,50.0
467,RGI06,3.481685753482952,52.0
468,RGI06,3.586967337572662,32.0
469,RGI06,3.751452139882864,50.0
470,RGI06,3.9307986846486527,58.0
471,RGI06,3.941455331400753,49.0
472,RGI06,4.10009837781178,36.0
473,RGI06,4.37997677800201,23.0
474,RGI06,4.534325025231115,42.0
475,RGI06,4.617751174879019,33.0
476,RGI06,5.17054329301376,19.0
477,RGI06,5.780495049230715,15.0
478,RGI06,5.78930497817028,23.0
479,RGI06,6.824360785697311,13.0
480,RGI07,-0.2035287736460141,
481,RGI07,-0.1919133257011854,
482,RGI07,0.0233736138284338,121.0
483,RGI07,0.0416562514146835,120.0
484,RGI07,0.1309476951352631,123.0
485,RGI07,0.1714087884401599,159.0
486,RGI07,0.177421026244157,114.0
487,RGI07,0.1924779717488781,108.0
488,RGI07,0.2428923844731737,
489,RGI07,0.2930089022449859,192.0
490,RGI07,0.2935286605061203,101.0
491,RGI07,0.3130946460350731,90.0
492,RGI07,0.3226520320932923,106.0
493,RGI07,0.3322811293371855,184.0
494,RGI07,0.4182885643249491,172.0
495,RGI07,0.8414667339962786,163.5
496,RGI07,0.8449395549636868,202.0
497,RGI07,0.8533131458033562,166.5
498,RGI07,0.8622489478058092,159.5
499,RGI07,0.9987674077643272,168.0
500,RGI07,1.4091135287002734,133.5
501,RGI07,1.4285639337566964,140.0
502,RGI07,1.4337790687750325,103.0
503,RGI07,1.4337916253328808,119.0
504,RGI07,1.4683027574212977,107.0
505,RGI07,1.4698023875255355,130.0
506,RGI07,1.576714986028974,96.0
507,RGI07,1.596830649489223,81.0
508,RGI07,1.5999956464695364,97.0
509,RGI07,1.6049099413881018,114.0
510,RGI07,1.6181632715811345,100.0
511,RGI07,1.618749771523805,125.0
512,RGI07,1.6244760802167617,108.0
513,RGI07,1.6356898951470908,78.0
514,RGI07,1.6454887108734946,91.0
515,RGI07,1.6663241376269964,83.0
516,RGI07,1.670055607540898,112.0
517,RGI07,1.851734678845783,78.0
518,RGI07,1.887787940884185,95.0
519,RGI07,1.936245046811256,78.0
520,RGI07,1.9890754668449475,79.0
521,RGI07,1.9896075314919832,97.0
522,RGI07,2.0312659163195166,69.0
523,RGI07,2.032677030991532,65.0
524,RGI07,2.0796524250416253,74.0
525,RGI07,2.1112205231308154,72.0
526,RGI07,2.116143897725037,40.0
527,RGI07,2.129115489502097,102.0
528,RGI07,2.131208340613269,71.0
529,RGI07,2.2597325111266047,34.0
530,RGI07,2.2633173057330724,35.0
531,RGI07,2.344955505633247,68.0
532,RGI07,2.5348271367994477,71.0
533,RGI07,2.627006726396547,51.0
534,RGI07,2.658961154542893,74.0
535,RGI07,2.679834875299014,21.0
536,RGI07,2.7541615409733486,74.0
537,RGI07,2.783937216517189,68.0
538,RGI07,2.8903469538244115,75.0
539,RGI07,2.891472321285355,19.0
540,RGI07,2.978482494458876,19.0
541,RGI07,2.988039247761285,86.0
542,RGI07,3.045613246951532,43.0
543,RGI07,3.354119753355767,19.0
544,RGI07,3.3945105505178423,51.0
545,RGI07,3.453114748093524,49.0
546,RGI07,3.4723191142029632,68.0
547,RGI07,3.481685753482952,44.0
548,RGI07,3.586967337572662,17.0
549,RGI07,3.751452139882864,43.0
550,RGI07,3.9307986846486527,40.0
551,RGI07,3.941455331400753,55.0
552,RGI07,4.10009837781178,43.0
553,RGI07,4.37997677800201,15.0
554,RGI07,4.534325025231115,33.0
555,RGI07,4.617751174879019,35.0
556,RGI07,5.17054329301376,12.0
557,RGI07,5.780495049230715,10.0
558,RGI07,5.78930497817028,24.0
559,RGI07,6.824360785697311,9.0
560,RGI08,-0.2035287736460141,
561,RGI08,-0.1919133257011854,
562,RGI08,0.0233736138284338,
563,RGI08,0.0416562514146835,
564,RGI08,0.1309476951352631,
565,RGI08,0.1714087884401599,86.0
566,RGI08,0.177421026244157,
567,RGI08,0.1924779717488781,146.5
568,RGI08,0.2428923844731737,
569,RGI08,0.2930089022449859,130.0
570,RGI08,0.2935286605061203,
571,RGI08,0.3130946460350731,128.0
572,RGI08,0.3226520320932923,
573,RGI08,0.3322811293371855,115.0
574,RGI08,0.4182885643249491,116.0
575,RGI08,0.8414667339962786,107.0
576,RGI08,0.8449395549636868,104.0
577,RGI08,0.8533131458033562,102.0
578,RGI08,0.8622489478058092,82.5
579,RGI08,0.9987674077643272,72.0
580,RGI08,1.4091135287002734,56.0
581,RGI08,1.4285639337566964,74.0
582,RGI08,1.4337790687750325,54.5
583,RGI08,1.4337916253328808,71.5
584,RGI08,1.4683027574212977,61.5
585,RGI08,1.4698023875255355,61.0
586,RGI08,1.576714986028974,66.5
587,RGI08,1.596830649489223,72.5
588,RGI08,1.5999956464695364,53.0
589,RGI08,1.6049099413881018,59.0
590,RGI08,1.6181632715811345,83.5
591,RGI08,1.618749771523805,63.0
592,RGI08,1.6244760802167617,63.5
593,RGI08,1.6356898951470908,54.5
594,RGI08,1.6454887108734946,49.0
595,RGI08,1.6663241376269964,50.0
596,RGI08,1.670055607540898,70.0
597,RGI08,1.851734678845783,44.5
598,RGI08,1.887787940884185,86.5
599,RGI08,1.936245046811256,43.5
600,RGI08,1.9890754668449475,54.0
601,RGI08,1.9896075314919832,46.5
602,RGI08,2.0312659163195166,67.0
603,RGI08,2.032677030991532,49.0
604,RGI08,2.0796524250416253,45.5
605,RGI08,2.1112205231308154,40.0
606,RGI08,2.116143897725037,26.5
607,RGI08,2.129115489502097,45.0
608,RGI08,2.131208340613269,44.0
609,RGI08,2.2597325111266047,27.0
610,RGI08,2.2633173057330724,29.5
611,RGI08,2.344955505633247,33.5
612,RGI08,2.5348271367994477,32.5
613,RGI08,2.627006726396547,24.0
614,RGI08,2.658961154542893,32.5
615,RGI08,2.679834875299014,21.0
616,RGI08,2.7541615409733486,26.5
617,RGI08,2.783937216517189,25.0
618,RGI08,2.8903469538244115,23.5
619,RGI08,2.891472321285355,16.0
620,RGI08,2.978482494458876,15.0
621,RGI08,2.988039247761285,37.0
622,RGI08,3.045613246951532,26.0
623,RGI08,3.354119753355767,15.5
624,RGI08,3.3945105505178423,22.0
625,RGI08,3.453114748093524,25.5
626,RGI08,3.4723191142029632,22.0
627,RGI08,3.481685753482952,28.5
628,RGI08,3.586967337572662,15.5
629,RGI08,3.751452139882864,27.5
630,RGI08,3.9307986846486527,18.5
631,RGI08,3.941455331400753,20.5
632,RGI08,4.10009837781178,15.5
633,RGI08,4.37997677800201,11.5
634,RGI08,4.534325025231115,26.5
635,RGI08,4.617751174879019,12.0
636,RGI08,5.17054329301376,9.0
637,RGI08,5.780495049230715,7.5
638,RGI08,5.78930497817028,9.5
639,RGI08,6.824360785697311,6.0
640,RGI09,-0.2035287736460141,
641,RGI09,-0.1919133257011854,
642,RGI09,0.0233736138284338,163.0
643,RGI09,0.0416562514146835,145.0
644,RGI09,0.1309476951352631,169.0
645,RGI09,0.1714087884401599,203.0
646,RGI09,0.177421026244157,157.0
647,RGI09,0.1924779717488781,174.0
648,RGI09,0.2428923844731737,
649,RGI09,0.2930089022449859,143.5
650,RGI09,0.2935286605061203,144.5
651,RGI09,0.3130946460350731,198.0
652,RGI09,0.3226520320932923,186.0
653,RGI09,0.3322811293371855,224.0
654,RGI09,0.4182885643249491,222.0
655,RGI09,0.8414667339962786,240.0
656,RGI09,0.8449395549636868,252.0
657,RGI09,0.8533131458033562,246.0
658,RGI09,0.8622489478058092,226.0
659,RGI09,0.9987674077643272,209.0
660,RGI09,1.4091135287002734,208.0
661,RGI09,1.4285639337566964,196.0
662,RGI09,1.4337790687750325,173.0
663,RGI09,1.4337916253328808,186.0
664,RGI09,1.4683027574212977,192.0
665,RGI09,1.4698023875255355,195.0
666,RGI09,1.576714986028974,149.0
667,RGI09,1.596830649489223,156.0
668,RGI09,1.5999956464695364,159.0
669,RGI09,1.6049099413881018,171.0
670,RGI09,1.6181632715811345,143.0
671,RGI09,1.618749771523805,194.0
672,RGI09,1.6244760802167617,165.0
673,RGI09,1.6356898951470908,175.0
674,RGI09,1.6454887108734946,138.0
675,RGI09,1.6663241376269964,124.0
676,RGI09,1.670055607540898,173.0
677,RGI09,1.851734678845783,104.0
678,RGI09,1.887787940884185,105.0
679,RGI09,1.936245046811256,83.0
680,RGI09,1.9890754668449475,92.0
681,RGI09,1.9896075314919832,160.0
682,RGI09,2.0312659163195166,77.0
683,RGI09,2.032677030991532,138.0
684,RGI09,2.0796524250416253,158.0
685,RGI09,2.1112205231308154,75.0
686,RGI09,2.116143897725037,81.0
687,RGI09,2.129115489502097,152.0
688,RGI09,2.131208340613269,77.0
689,RGI09,2.2597325111266047,61.0
690,RGI09,2.2633173057330724,63.0
691,RGI09,2.344955505633247,80.0
692,RGI09,2.5348271367994477,69.0
693,RGI09,2.627006726396547,66.0
694,RGI09,2.658961154542893,129.0
695,RGI09,2.679834875299014,51.0
696,RGI09,2.7541615409733486,109.0
697,RGI09,2.783937216517189,65.0
698,RGI09,2.8903469538244115,126.0
699,RGI09,2.891472321285355,43.0
700,RGI09,2.978482494458876,37.0
701,RGI09,2.988039247761285,104.0
702,RGI09,3.045613246951532,63.0
703,RGI09,3.354119753355767,52.0
704,RGI09,3.3945105505178423,104.0
705,RGI09,3.453114748093524,50.0
706,RGI09,3.4723191142029632,86.0
707,RGI09,3.481685753482952,55.0
708,RGI09,3.586967337572662,33.0
709,RGI09,3.751452139882864,59.0
710,RGI09,3.9307986846486527,81.0
711,RGI09,3.941455331400753,80.0
712,RGI09,4.10009837781178,38.0
713,RGI09,4.37997677800201,26.0
