,rgi_reg,year,a_simple,b_simple
0,All,100,58.535631465057016,0.4889660024027736
1,01,100,66.0919418006511,0.3615933463912802
2,02,100,32.716418645346415,1.7872397005200473
3,03,100,73.88576076860741,0.4018559716788922
4,04,100,15.693340536661374,1.107717342535502
5,05,100,46.585267355587895,0.6770567343866126
6,06,100,50.42317946822451,1.0063602141906225
7,07,100,50.853602328899434,1.029584074204632
8,08,100,27.821698118424013,2.1936567532771063
9,09,100,38.51470562417179,1.4016728437032808
10,10,100,41.02785295804041,1.1486900379229767
11,11,100,34.84540863372568,1.2167330201733457
12,12,100,62.015742143840065,0.893206582604096
13,13,100,74.06519288260908,0.6733452911395629
14,14,100,82.82119176521383,0.3944032964921314
15,15,100,55.817777014905765,0.6038164990210381
16,16,100,63.91953492496804,1.084749327957123
17,17,100,60.40310288590552,0.34063781037749985
18,18,100,77.01516761665597,0.5236855520704617
19,19,100,64.47855007415265,0.4324051827056511
20,All,500,58.535631465057016,0.4889660024027736
21,01,500,66.0919418006511,0.3615933463912802
22,02,500,32.716418645346415,1.7872397005200473
23,03,500,73.88576076860741,0.4018559716788922
24,04,500,15.693340536661374,1.107717342535502
25,05,500,46.585267355587895,0.6770567343866126
26,06,500,50.42317946822451,1.0063602141906225
27,07,500,50.853602328899434,1.029584074204632
28,08,500,27.821698118424013,2.1936567532771063
29,09,500,38.51470562417179,1.4016728437032808
30,10,500,41.02785295804041,1.1486900379229767
31,11,500,34.84540863372568,1.2167330201733457
32,12,500,62.015742143840065,0.893206582604096
33,13,500,74.06519288260908,0.6733452911395629
34,14,500,82.82119176521383,0.3944032964921314
35,15,500,55.817777014905765,0.6038164990210381
36,16,500,63.91953492496804,1.084749327957123
37,17,500,60.40310288590552,0.34063781037749985
38,18,500,77.01516761665597,0.5236855520704617
39,19,500,64.47855007415265,0.4324051827056511
40,All,5000,58.53904205166157,0.49078455340090005
41,01,5000,66.03310376321777,0.3602312050096585
42,02,5000,32.176389370932924,1.7771892696820804
43,03,5000,73.82168645895781,0.40193670662823155
44,04,5000,15.73929392153249,1.1077130842382805
45,05,5000,46.700783978372904,0.679443639787445
46,06,5000,50.43659593933851,1.0052975750130597
47,07,5000,50.86285100574794,1.0291930433165126
48,08,5000,27.819314381491573,2.194009329686262
49,09,5000,38.53724167526602,1.4020827314521405
50,10,5000,41.08491395540577,1.1526548268595906
51,11,5000,35.136040542521826,1.2268365069078817
52,12,5000,62.05604044076464,0.890832335934441
53,13,5000,74.15723897837107,0.6739345753952298
54,14,5000,83.08375363609984,0.3994775122945257
55,15,5000,55.91694147722079,0.6097795044662537
56,16,5000,63.887052409391984,1.0913271906901396
57,17,5000,60.368510068140196,0.340563298453738
58,18,5000,76.8155606114093,0.5227770303386596
59,19,5000,64.49395051204115,0.4323769774558786
60,,,,
61,,,,
62,,,,
63,,,,
64,,,,
65,,,,
66,,,,
67,,,,
68,,,,
69,,,,
70,,,,
71,,,,
72,,,,
73,,,,
74,,,,
75,,,,
76,,,,
77,,,,
78,,,,
79,,,,
