,rgi_reg,year,a_simple,b_simple
0,All,50,96.21828061163902,0.13638483339132287
1,01,50,88.88332836769705,0.17734050221211492
2,02,50,57.37303195757264,0.5542409639899349
3,03,50,100.746067215162,0.07913343970586596
4,04,50,94.09308181458148,0.1776393644206122
5,05,50,93.8053987739528,0.13765016106165223
6,06,50,94.28791640869258,0.2322521003459456
7,07,50,97.82742182042836,0.28212429999936234
8,08,50,83.74336003965408,0.46952920723250713
9,09,50,99.29128732056283,0.24390718301632983
10,10,50,64.9344348558698,0.6315032851528637
11,11,50,58.92054854507599,0.8017839473899084
12,12,50,70.22084411743953,0.6416737027568551
13,13,50,87.16926270509313,0.29487232384260226
14,14,50,93.2744683741906,0.19814463214924927
15,15,50,66.53151616814326,0.38102628885211154
16,16,50,68.34382472884681,0.9252681737654762
17,17,50,83.96656333409977,0.1843434355086736
18,18,50,83.71357862372443,0.43966905295906905
19,19,50,100.7983409688842,0.08039005193681552
20,All,100,89.8887654877405,0.23346522127522404
21,01,100,75.42669740273715,0.25822145788717193
22,02,100,37.492972064972534,0.7792611442444433
23,03,100,99.19823053738367,0.15367727690179317
24,04,100,80.86653392996843,0.35166997662487465
25,05,100,85.07964860741379,0.23436055320596205
26,06,100,86.18462141640977,0.4322255218911335
27,07,100,86.92845829256478,0.4610254905455687
28,08,100,66.78865331645099,0.8301772051007145
29,09,100,92.86892662372959,0.4646250763971914
30,10,100,46.84869071013201,0.8099978708969139
31,11,100,43.68896183630226,0.9139919163400969
32,12,100,63.9403451919257,0.7007559662784849
33,13,100,77.82482625800587,0.4179877702024196
34,14,100,85.69367533772785,0.2957755100803759
35,15,100,53.94703402682189,0.45157639284143425
36,16,100,64.92761388448683,0.9353686944352032
37,17,100,73.20658873016487,0.2597441089909139
38,18,100,79.1571702993017,0.4684560909753461
39,19,100,98.33791369605844,0.1490433703763932
40,All,500,69.57295179411831,0.4115946333198963
41,01,500,64.2462953482122,0.26478525006156506
42,02,500,28.953285733697566,0.7979934927641827
43,03,500,82.97635203518605,0.308234934269065
44,04,500,33.97676016247977,0.6108598873750285
45,05,500,62.19257995367842,0.4045204128348901
46,06,500,64.27889585449034,0.7197396381410277
47,07,500,62.82445064659324,0.8523777022804508
48,08,500,32.855047453221175,1.0321449309329316
49,09,500,76.16830307755653,1.5148689052515478
50,10,500,41.398869946356896,0.9315585727467918
51,11,500,38.58817350244702,0.9591343359829264
52,12,500,62.896802811557215,0.7227512304463811
53,13,500,68.67318223462469,0.49688780304955926
54,14,500,74.86450900509452,0.3607903917875596
55,15,500,49.90242739745235,0.44740784719698495
56,16,500,64.23579049370201,0.9451475477718431
57,17,500,65.52683085765784,0.27858988515194416
58,18,500,77.48670862023143,0.4711908461606973
59,19,500,84.68469027709676,0.3252183245353291
60,All,5000,60.00812054848031,0.4796248457288582
61,01,5000,64.04468220112336,0.2660739793363754
62,02,5000,28.66151672870625,0.8014545054885993
63,03,5000,75.20056708928492,0.330459262280776
64,04,5000,25.05865881446623,0.546431765604282
65,05,5000,55.04945783497576,0.4638265335589518
66,06,5000,55.98110887703048,0.7631060375061136
67,07,5000,57.6351010837213,0.9866820938503171
68,08,5000,29.215128780878807,1.0180264184119072
69,09,5000,75.79322716203191,2.294786816487527
70,10,5000,41.01189109543039,0.9333944400250744
71,11,5000,39.106796202366255,0.9764590302062587
72,12,5000,62.65217353175365,0.7185630314389078
73,13,5000,68.45892491934016,0.4963143953593148
74,14,5000,74.76190503796792,0.3449782296039362
75,15,5000,49.80698944798794,0.44554586229359155
76,16,5000,63.80524126575402,0.938938773404628
77,17,5000,65.24998389183776,0.2785457358741229
78,18,5000,77.26676714536805,0.4670970553060789
79,19,5000,76.90449143677236,0.39590185436765546
