model,SLE_2015,-0.8017,-0.5517,-0.3018,-0.0518,0.1982,0.4482,0.6983,0.9483,1.1983,1.4483,1.6983,1.9483,2.1982,2.4482,2.6982,3.1982,3.6982,4.1982,4.6982,5.6982,6.6982,7.6982,8.6982,9.6982
bcc-csm1-1_rcp45_r1i1p1,340.321979462028,NaN,270.31522913113,252.192777929362,221.771932849713,196.531359702418,172.413920537887,156.992223157537,145.267552429375,133.293384689468,117.594754325617,106.053704767438,95.9276567580284,87.1193336727353,74.5052725143325,65.9807671074941,53.391689112949,43.0753037445717,30.8436935582339,23.0698363370016,13.9674137146885,8.68943175086683,6.4902023905687,NaN,NaN
CanESM2_rcp45_r1i1p1,335.901397088552,NaN,239.755264556912,242.624048770066,219.310605888959,194.177816518414,167.65481548115,150.230151404686,133.910315341356,120.987061874877,108.005838811951,95.4575772930563,86.8272326750796,80.9795063747176,74.0289277759287,67.5432315378981,57.2637470213192,46.5330826659658,39.4394679544036,NaN,NaN,NaN,NaN,NaN,NaN
CCSM4_rcp45_r1i1p1,338.279349450021,297.456605166971,260.030967651075,239.409920995009,198.841942197424,178.056051954971,161.974003450743,148.0837667169,136.463766248794,123.434606824955,112.590427924681,103.277752205952,89.2527870929772,80.1018516191702,71.7715627878954,65.8189618297282,53.0426333956748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CNRM-CM5_rcp45_r1i1p1,344.915534686749,NaN,278.042795631566,240.642093663837,210.251025471661,190.706764161673,173.905791092265,150.720151233362,130.022892663136,121.353064972429,109.18150208661,96.7896432799945,91.7596238679983,81.6079843741744,75.4294461824752,69.4238862116815,59.1621483786287,50.2179937054266,44.7827926990908,39.9189045204711,32.2035094302727,25.3595611838831,18.5872536665275,14.4237102199472,NaN
CSIRO-Mk3-6-0_rcp45_r1i1p1,349.539203624345,NaN,280.037124288488,251.847238693021,224.977249376182,207.88087534655,199.350224350405,185.072964002981,171.668251464749,161.352327059144,152.671892345491,143.13129127492,132.748929697874,122.641538516735,111.5381433157,101.298219124,81.1706505115012,68.1886458232984,54.4634282756423,41.5085778442887,27.4795845480445,17.7890897561064,11.6161820937273,8.58101079543493,6.24075240151324
GFDL-CM3_rcp45_r1i1p1,339.393016279178,NaN,NaN,252.457621832384,222.172175500457,196.001515078644,170.469908872517,147.284815730351,127.164669356626,113.939501813057,100.88414610013,87.3169495290595,78.2229800563495,70.2793697547636,61.7511988539404,54.0708634705196,45.2703413876395,37.5957133719939,31.4266971503814,NaN,NaN,NaN,NaN,NaN,NaN
GISS-E2-R_rcp45_r1i1p1,347.401251627534,NaN,277.722615805854,252.457884239701,209.337215577886,188.288035413974,180.249513927934,168.727411735077,147.670965260886,133.782050616825,119.839090664601,112.475572794987,104.32191145664,95.2114040727405,86.3283799701546,80.4316360516522,71.8519767431665,66.0691658507118,61.9568202545551,61.6038393709992,NaN,NaN,NaN,NaN,NaN
HadGEM2-ES_rcp45_r1i1p1,339.372256906648,NaN,NaN,243.651586559817,202.318870114115,175.734020432326,156.523202962487,143.521581997151,130.778795461741,119.697051453425,106.915306388376,95.2160685758058,86.2591157396283,77.9252368255798,68.9350419201955,60.7691925880543,49.3953973841143,39.162531081063,30.6286667282022,24.6701017065225,17.8123169886306,13.5785449156925,9.66899077308899,7.29931087930724,5.38525368295333
inmcm4_rcp45_r1i1p1,354.099444504342,NaN,267.644313462606,251.510254345685,241.094811731409,223.281179681998,212.743362140787,207.380109767778,195.519400243653,181.692195288215,169.410352778961,160.84654451118,156.794425709185,147.625033882758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IPSL-CM5A-LR_rcp45_r1i1p1,343.006324463866,291.689158907194,267.115089930618,241.667324138641,231.599207001399,209.374417549848,185.900483450314,162.538451796342,146.415772744156,124.083327027295,112.105145124927,94.5208060606144,86.4765917971656,71.7354599329313,67.6077953340682,61.319708904754,51.8586560948943,44.0874817309522,35.9154797912627,29.1984574403473,19.5105951764461,15.5543727220302,11.8636517108692,9.68702551287063,8.12942209259067
MIROC5_rcp45_r1i1p1,342.252721099673,NaN,NaN,256.211951681308,210.343713605468,183.705770197917,159.100997534465,149.284152151125,135.968972300685,122.920440714144,101.057092521369,88.7035198447312,77.669601952566,65.417530493453,56.4568663940573,50.2350366701058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MIROC-ESM_rcp45_r1i1p1,354.325463965523,NaN,284.35701695784,258.242818913489,234.780206739828,214.853452266852,189.217125757676,165.823452266002,148.286405776278,132.769524767082,117.193163925133,101.798003817227,90.8985831001497,78.9005726912913,70.5923863721722,63.7546806781404,52.0033038823584,41.1735977589076,32.6223987189759,NaN,NaN,NaN,NaN,NaN,NaN
MPI-ESM-LR_rcp45_r1i1p1,351.148074324276,328.361449248225,286.026738841982,248.208371847592,227.861763181276,208.707414300914,190.363229576439,169.929373066461,156.110300072729,142.218719685357,131.737852759044,121.545621678701,109.43472708271,100.970903142443,95.0046860133319,87.2038889569752,75.9119241047064,68.3463415327137,61.8006304053038,56.6748997327988,46.7207587140312,41.4670788374997,38.794811337272,37.0335302315511,NaN
MRI-CGCM3_rcp45_r1i1p1,353.132621943744,NaN,290.293374497381,245.794674197741,229.54871918716,212.02108880522,187.665992494342,167.413948491041,144.979860518244,129.586064631943,121.739968834989,110.066637423683,98.8348425900332,91.3606559863483,83.1008033376298,76.5781246815182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
